filename,width,height,class,xmin,ymin,xmax,ymax
IMG_0290_JPG.rf.c40787576286c4faa9158edcb9f7b3f8.jpg,640,640,Leaf Mold,398,397,424,410
IMG_0290_JPG.rf.c40787576286c4faa9158edcb9f7b3f8.jpg,640,640,Early_Blight,468,326,479,333
IMG_0290_JPG.rf.c40787576286c4faa9158edcb9f7b3f8.jpg,640,640,black spot,425,240,437,247
IMG_0354_JPG.rf.c564fcf7b6233173b31d5f6e5bceeeab.jpg,640,640,Early_Blight,284,87,296,95
IMG_0354_JPG.rf.c564fcf7b6233173b31d5f6e5bceeeab.jpg,640,640,Early_Blight,252,54,263,60
IMG_0354_JPG.rf.c564fcf7b6233173b31d5f6e5bceeeab.jpg,640,640,black spot,255,119,263,126
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,Early_Blight,308,365,333,409
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,Early_Blight,393,394,407,415
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,black spot,476,364,482,375
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,black spot,381,383,388,391
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,Late_blight,500,471,513,494
IMG_0286_JPG.rf.c71d419cef3a7c4a16dc45a2e775452a.jpg,640,640,Late_blight,427,475,438,499
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,Early_Blight,308,365,333,409
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,Early_Blight,393,394,407,415
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,black spot,476,364,482,375
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,black spot,381,383,388,391
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,Late_blight,500,471,513,494
IMG_0286_JPG.rf.c597e309917b9b64d4af234c92bd2748.jpg,640,640,Late_blight,427,475,438,499
IMG_1005_JPG.rf.c842bde7f2e5b2e832f529081d27d1c1.jpg,640,640,Healthy,77,42,595,557
IMG_0247_JPG.rf.c9a164549fced94f45aae7ff4068bedd.jpg,640,640,Healthy,67,19,511,588
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,Early_Blight,247,262,277,275
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,Early_Blight,356,231,380,243
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,Early_Blight,214,186,232,196
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,Leaf Mold,214,345,253,360
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,black spot,252,334,284,347
IMG_0276_JPG.rf.ca6c187012d58a691cb9d3fee09d162d.jpg,640,640,black spot,380,382,402,392
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,Early_Blight,428,460,451,472
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,Early_Blight,299,401,317,413
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,Leaf Mold,394,351,408,360
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,Leaf Mold,358,268,380,281
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,Early_Blight,412,237,427,246
IMG_0253_JPG.rf.c6f730c2afb85c3f66bc9ea1f70e6159.jpg,640,640,black spot,285,329,302,339
IMG_0241_JPG.rf.ca705adca19c6f7a22af05776d7ae26e.jpg,640,640,Early_Blight,282,182,308,196
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,173,294,214,317
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,280,390,328,431
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,385,378,427,415
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,300,447,329,471
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,216,473,249,492
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,203,508,257,532
IMG_0225_JPG.rf.cb00ac81e2778f9c099c5d13efc21fa8.jpg,640,640,black spot,357,223,398,239
IMG_1013_JPG.rf.c7879729168e7e28a763b5e16708d32f.jpg,640,640,Healthy,85,48,567,607
IMG_0243_JPG.rf.cd05fcb34caad74f2c35f2df9e031512.jpg,640,640,Healthy,63,75,511,633
IMG_0273_JPG.rf.cc0bb5da5f132e0ccac379a293917d2d.jpg,640,640,Early_Blight,357,302,381,313
IMG_0273_JPG.rf.cc0bb5da5f132e0ccac379a293917d2d.jpg,640,640,Early_Blight,304,353,335,378
IMG_0273_JPG.rf.cc0bb5da5f132e0ccac379a293917d2d.jpg,640,640,Early_Blight,420,335,457,359
IMG_0372_JPG.rf.cb907a9e6188f1a7becc5cf9099e4c24.jpg,640,640,Early_Blight,306,283,339,333
IMG_0372_JPG.rf.cb907a9e6188f1a7becc5cf9099e4c24.jpg,640,640,Early_Blight,413,323,442,360
IMG_0372_JPG.rf.cb907a9e6188f1a7becc5cf9099e4c24.jpg,640,640,Early_Blight,310,476,327,522
IMG_0372_JPG.rf.cb907a9e6188f1a7becc5cf9099e4c24.jpg,640,640,Early_Blight,483,382,499,414
IMG_0372_JPG.rf.cb907a9e6188f1a7becc5cf9099e4c24.jpg,640,640,Early_Blight,483,267,501,291
IMG_0476_JPG.rf.cba40437a23473e65ab391ce480b42ca.jpg,640,640,Early_Blight,386,173,439,202
IMG_0476_JPG.rf.cba40437a23473e65ab391ce480b42ca.jpg,640,640,Early_Blight,358,103,379,119
IMG_1126_JPG.rf.cdf8e15cbf59aef0844d90808276e27e.jpg,640,640,Bacterial Spot,145,308,180,322
IMG_1126_JPG.rf.cdf8e15cbf59aef0844d90808276e27e.jpg,640,640,Bacterial Spot,236,332,260,352
IMG_1126_JPG.rf.cdf8e15cbf59aef0844d90808276e27e.jpg,640,640,black spot,405,334,443,359
IMG_1126_JPG.rf.cdf8e15cbf59aef0844d90808276e27e.jpg,640,640,black spot,402,275,440,298
IMG_1126_JPG.rf.cdf8e15cbf59aef0844d90808276e27e.jpg,640,640,black spot,531,306,547,326
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,253,91,336,120
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,368,156,425,188
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,256,153,283,180
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,306,318,357,351
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,258,437,332,496
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,193,457,219,474
IMG_0590_JPG.rf.cd327f4ede738a6f08110f6ddfa625b2.jpg,640,640,Early_Blight,114,330,163,439
IMG_1121_JPG.rf.ce1ba392a33283983a9a485a8536c2a0.jpg,640,640,black spot,266,429,314,463
IMG_0368_JPG.rf.cb59c4e65279381b523dcb248ccc6d5b.jpg,640,640,Early_Blight,334,172,376,204
IMG_0368_JPG.rf.cb59c4e65279381b523dcb248ccc6d5b.jpg,640,640,Early_Blight,283,115,303,131
IMG_0368_JPG.rf.cb59c4e65279381b523dcb248ccc6d5b.jpg,640,640,Early_Blight,392,118,432,133
IMG_0368_JPG.rf.cb59c4e65279381b523dcb248ccc6d5b.jpg,640,640,Early_Blight,489,285,539,313
IMG_0368_JPG.rf.cb59c4e65279381b523dcb248ccc6d5b.jpg,640,640,Target_Spot,295,283,351,313
IMG_0479_JPG.rf.cec82215aba15530839bae08dcb6da16.jpg,640,640,Early_Blight,397,175,450,204
IMG_0479_JPG.rf.cec82215aba15530839bae08dcb6da16.jpg,640,640,Early_Blight,374,105,390,120
IMG_1035_JPG.rf.ce14a504ba7e94fcf479ccf7e4e964b8.jpg,640,640,Early_Blight,331,228,346,241
IMG_1035_JPG.rf.ce14a504ba7e94fcf479ccf7e4e964b8.jpg,640,640,Bacterial Spot,449,108,472,119
IMG_1133_JPG.rf.cf83e44ee64c1647565887b47a0754fe.jpg,640,640,Late_blight,104,51,484,564
IMG_0275_JPG.rf.cf506bd73ca1f77b706029ee13a913fc.jpg,640,640,Early_Blight,349,297,376,310
IMG_0275_JPG.rf.cf506bd73ca1f77b706029ee13a913fc.jpg,640,640,Early_Blight,298,352,333,371
IMG_0275_JPG.rf.cf506bd73ca1f77b706029ee13a913fc.jpg,640,640,Early_Blight,412,332,453,357
IMG_0275_JPG.rf.cf506bd73ca1f77b706029ee13a913fc.jpg,640,640,Leaf Mold,186,217,232,240
IMG_0275_JPG.rf.cf506bd73ca1f77b706029ee13a913fc.jpg,640,640,Early_Blight,201,119,210,125
IMG_0565_JPG.rf.cf8a65d1df88600c8f8c8f908fe2430a.jpg,640,640,Early_Blight,305,225,375,310
IMG_0565_JPG.rf.cf8a65d1df88600c8f8c8f908fe2430a.jpg,640,640,Early_Blight,452,236,478,260
IMG_0565_JPG.rf.cf8a65d1df88600c8f8c8f908fe2430a.jpg,640,640,Early_Blight,426,361,458,383
IMG_0565_JPG.rf.cf8a65d1df88600c8f8c8f908fe2430a.jpg,640,640,Early_Blight,386,414,418,436
IMG_0238_JPG.rf.cfd6612ff4c828b73ce7ffa66b001403.jpg,640,640,Healthy,97,127,538,519
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,295,451,316,471
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,302,406,318,416
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,342,356,369,369
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,417,298,435,314
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,435,230,453,244
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,265,257,295,277
IMG_1000_JPG.rf.ce99dcd6a1ca2d18241463195ff7484a.jpg,640,640,Early_Blight,247,282,266,296
IMG_1051_JPG.rf.cfbec8fbdd22aa79605bfae78725f544.jpg,640,640,Early_Blight,476,197,500,214
IMG_1051_JPG.rf.cfbec8fbdd22aa79605bfae78725f544.jpg,640,640,Target_Spot,196,342,215,355
IMG_1051_JPG.rf.cfbec8fbdd22aa79605bfae78725f544.jpg,640,640,black spot,243,421,254,430
IMG_0245_JPG.rf.cd88ac33963a2f6e8ecbcff6426b12bb.jpg,640,640,Healthy,72,24,530,601
IMG_0350_JPG.rf.d1070b54c5e5d7aead2ae558db08e02e.jpg,640,640,Late_blight,370,280,432,330
IMG_0350_JPG.rf.d1070b54c5e5d7aead2ae558db08e02e.jpg,640,640,Late_blight,477,289,535,329
IMG_0350_JPG.rf.d1070b54c5e5d7aead2ae558db08e02e.jpg,640,640,Late_blight,515,195,540,218
IMG_0350_JPG.rf.d1070b54c5e5d7aead2ae558db08e02e.jpg,640,640,Bacterial Spot,306,166,335,194
IMG_0350_JPG.rf.d1070b54c5e5d7aead2ae558db08e02e.jpg,640,640,Late_blight,309,255,335,275
IMG_1080_JPG.rf.d03ed71bf648d4939a5139ad1b2c9e1f.jpg,640,640,black spot,331,116,344,126
IMG_1080_JPG.rf.d03ed71bf648d4939a5139ad1b2c9e1f.jpg,640,640,black spot,282,71,293,78
IMG_1080_JPG.rf.d03ed71bf648d4939a5139ad1b2c9e1f.jpg,640,640,Early_Blight,220,224,228,230
IMG_0301_JPG.rf.d1516af306a450f4f2fb35e0e8b5ba2d.jpg,640,640,Healthy,40,92,631,501
IMG_0325_JPG.rf.d1db03ec9641c31c9f89a71ea596d06a.jpg,640,640,Early_Blight,231,332,255,346
IMG_0325_JPG.rf.d1db03ec9641c31c9f89a71ea596d06a.jpg,640,640,black spot,424,199,444,212
IMG_0325_JPG.rf.d1db03ec9641c31c9f89a71ea596d06a.jpg,640,640,black spot,418,354,428,361
IMG_0325_JPG.rf.d1db03ec9641c31c9f89a71ea596d06a.jpg,640,640,Bacterial Spot,124,227,198,321
IMG_0325_JPG.rf.d1db03ec9641c31c9f89a71ea596d06a.jpg,640,640,Early_Blight,450,93,473,107
IMG_0235_JPG.rf.d1edcf67bd93cc4b7c72a3cca8a1e425.jpg,640,640,Healthy,101,185,501,516
IMG_0477_JPG.rf.d15279ca8c2eb40f58a44dcef84e5660.jpg,640,640,Early_Blight,387,184,440,213
IMG_0477_JPG.rf.d15279ca8c2eb40f58a44dcef84e5660.jpg,640,640,Early_Blight,363,112,384,127
IMG_0238_JPG.rf.d03dae4a2e01eb2af13da624ea21248e.jpg,640,640,Healthy,97,127,538,519
IMG_1065_JPG.rf.d22549552625a4f036b31f515ede8652.jpg,640,640,Late_blight,63,61,465,517
IMG_0313_JPG.rf.d20629a171e829bd129561880404316b.jpg,640,640,Late_blight,366,193,376,205
IMG_1132_JPG.rf.d2701bbd6af1d3cb86db8a0ce36dbac8.jpg,640,640,Late_blight,104,51,484,564
IMG_0367_JPG.rf.d3ade4e2f1960e85a6db46fc10f61e94.jpg,640,640,Early_Blight,206,110,257,139
IMG_0367_JPG.rf.d3ade4e2f1960e85a6db46fc10f61e94.jpg,640,640,black spot,451,170,475,184
IMG_0367_JPG.rf.d3ade4e2f1960e85a6db46fc10f61e94.jpg,640,640,Early_Blight,96,335,123,365
IMG_0367_JPG.rf.d3ade4e2f1960e85a6db46fc10f61e94.jpg,640,640,Early_Blight,194,276,207,289
IMG_0367_JPG.rf.d3ade4e2f1960e85a6db46fc10f61e94.jpg,640,640,black spot,430,188,451,202
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,black spot,349,201,366,212
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,Early_Blight,383,211,397,218
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,Early_Blight,126,217,139,224
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,Early_Blight,347,436,380,455
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,Leaf Mold,398,397,424,410
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,Early_Blight,468,326,479,333
IMG_0290_JPG.rf.d2a40e447c95c0aa07dc789d31e63527.jpg,640,640,black spot,425,240,437,247
IMG_0696_JPG.rf.d55ec134ea04558792f4dd95635780aa.jpg,640,640,Healthy,79,93,605,596
IMG_0479_JPG.rf.d597419dceb28ac9f34071ceb4aeffa7.jpg,640,640,Early_Blight,397,175,450,204
IMG_0479_JPG.rf.d597419dceb28ac9f34071ceb4aeffa7.jpg,640,640,Early_Blight,374,105,390,120
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,221,58,239,71
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,271,71,281,79
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,240,181,269,196
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,478,187,494,197
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,318,102,335,114
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,276,93,282,96
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,262,248,280,259
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,234,247,248,258
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,198,244,222,257
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,469,237,487,248
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,339,178,353,189
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,388,412,407,424
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,256,536,273,551
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,206,565,230,578
IMG_0886_JPG.rf.d2d7bf1859c41e60f7a66b73113b272d.jpg,640,640,Early_Blight,250,561,280,584
IMG_1096_JPG.rf.d2f9fcd7ade672e8226c937515270e25.jpg,640,640,Late_blight,140,133,494,461
IMG_1084_JPG.rf.d720cc51cd82d576a51d800534fc4f98.jpg,640,640,Healthy,75,28,559,595
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,198,291,258,323
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,311,382,371,429
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,419,370,470,412
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,338,453,367,464
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,239,468,294,493
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,258,508,308,538
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,451,241,492,270
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,177,123,207,141
IMG_0227_JPG.rf.d455c09049b17779e0606914098544c0.jpg,640,640,black spot,407,218,422,237
IMG_0244_JPG.rf.d651cc1dade30d0e2d245d3e71ec5645.jpg,640,640,Healthy,72,40,530,617
IMG_0479_JPG.rf.d5f28ea1980640abd905af92d421f5ab.jpg,640,640,Early_Blight,397,175,450,204
IMG_0479_JPG.rf.d5f28ea1980640abd905af92d421f5ab.jpg,640,640,Early_Blight,374,105,390,120
IMG_1011_JPG.rf.d7e22308b7e1e6ddaa5155f93f9458e7.jpg,640,640,Healthy,24,34,574,606
